date;Hours;SYS;SE1;SE2;SE3;SE4;FI;DK1;DK2;Oslo;Kr.sand;Bergen;Molde;Tr.heim;Tromsø;EE;LV;LT;AT;BE;DE-LU;FR;NL
01/01/2020;00 - 01;30,84;28,78;28,78;28,78;28,78;28,78;33,42;33,42;31,82;31,82;31,82;28,78;28,78;28,78;28,78;28,78;28,78;41,88;41,88;41,88;41,88;41,88
01/01/2020;01 - 02;30,63;28,45;28,45;28,45;28,45;28,45;31,77;31,77;31,77;31,77;31,77;28,45;28,45;28,45;28,45;28,45;28,45;38,6;38,6;38,6;38,6;38,6
01/01/2020;02 - 03;30,38;27,9;27,9;27,9;27,9;27,9;31,57;31,57;31,57;31,57;31,57;27,9;27,9;27,9;27,9;27,9;27,9;36,55;36,55;36,55;36,55;36,55
01/01/2020;03 - 04;30,04;27,52;27,52;27,52;27,52;27,52;31,28;31,28;31,28;31,28;31,28;27,52;27,52;27,52;27,52;27,52;27,52;32,32;32,32;32,32;32,32;32,32
01/01/2020;04 - 05;29,56;27,54;27,54;27,54;27,54;27,54;30,85;30,85;30,72;30,72;30,72;27,54;27,54;27,54;27,54;27,54;27,54;30,85;30,85;30,85;30,85;30,85
01/01/2020;05 - 06;28,1;26,55;26,55;26,55;26,55;26,55;30,14;30,14;30,27;30,27;30,27;26,55;26,55;26,55;26,55;26,55;26,55;30,14;30,14;30,14;30,14;30,14
01/01/2020;06 - 07;27,57;25,83;25,83;25,83;25,83;25,83;30,17;30,17;30,17;30,17;30,17;25,83;25,83;25,83;25,83;25,83;25,83;30,17;30,17;30,17;30,17;30,17
01/01/2020;07 - 08;27,35;25,07;25,07;25,07;25,07;25,07;30;30;30,14;30,14;30,14;25,07;25,07;25,07;25,07;25,07;25,07;30;30;30;30;30
01/01/2020;08 - 09;27,99;25,65;25,65;25,65;25,65;25,65;30,63;30,63;30,49;30,49;30,49;25,65;25,65;25,65;25,65;25,65;25,65;30,65;30,65;30,65;30,65;30,65
01/01/2020;09 - 10;28,36;26,15;26,15;26,15;26,15;26,15;30,59;30,59;30,59;30,59;30,59;26,15;26,15;26,15;26,15;26,15;26,15;30,65;30,65;30,65;30,65;30,65
01/01/2020;10 - 11;28,45;26,77;26,77;26,77;26,77;26,77;30,27;30,27;30,27;30,27;30,27;26,77;26,77;26,77;26,77;26,77;26,77;30,27;30,27;30,27;30,27;30,27
01/01/2020;11 - 12;29,02;27,4;27,4;27,4;27,4;27,4;30,34;30,34;30,34;30,34;30,34;27,4;27,4;27,4;27,4;27,4;27,4;30,34;30,34;30,34;30,34;30,34
01/01/2020;12 - 13;29,4;28,08;28,08;28,08;28,08;28,08;30,59;30,59;30,59;30,59;30,59;28,08;28,08;28,08;28,08;28,08;28,08;30,99;30,99;30,99;30,99;30,99
01/01/2020;13 - 14;29,41;28,69;28,69;28,69;28,69;28,69;30,04;30,04;30,38;30,38;30,38;28,69;28,69;28,69;28,69;28,69;28,69;30,04;30,04;30,04;30,04;30,04
01/01/2020;14 - 15;29,92;29,37;29,37;29,37;29,37;29,37;30,6;30,6;30,6;30,6;30,6;29,37;29,37;29,37;29,37;29,37;29,37;30,75;30,75;30,75;30,75;30,75
01/01/2020;15 - 16;30,36;29,97;29,97;29,97;29,97;29,97;31,09;31,09;31,09;31,09;31,09;29,97;29,97;29,97;29,97;29,97;29,97;32,11;32,11;32,11;32,11;32,11
01/01/2020;16 - 17;30,83;30,46;30,46;30,46;30,46;30,46;31,53;31,53;31,53;31,53;31,53;30,46;30,46;30,46;30,46;30,46;30,46;35,98;35,98;35,98;35,98;35,98
01/01/2020;17 - 18;30,91;30,39;30,39;30,39;30,39;30,39;31,78;31,78;31,78;31,78;31,78;30,39;30,39;30,39;30,39;30,39;30,39;40,4;40,4;40,4;40,4;40,4
01/01/2020;18 - 19;30,79;30,06;30,06;30,06;30,06;30,06;31,64;31,64;31,64;31,64;31,64;30,06;30,06;30,06;30,06;30,06;30,06;44,05;44,05;44,05;44,05;44,05
01/01/2020;19 - 20;30,47;29,38;29,38;29,38;29,38;29,38;31,44;31,44;31,44;31,44;31,44;29,38;29,38;29,38;29,38;29,38;29,38;44,04;49,15;43,15;46,16;38,69
01/01/2020;20 - 21;30,02;27,65;27,65;27,65;27,65;27,65;31,35;31,35;31,35;31,35;31,35;27,65;27,65;27,65;27,65;27,65;27,65;43,62;44,58;43,45;44,02;42,62
01/01/2020;21 - 22;29,52;27,33;27,33;27,33;27,33;27,33;31,07;31,07;31,07;31,07;31,07;27,33;27,33;27,33;27,33;27,33;27,33;40,68;40,68;40,68;40,68;40,68
01/01/2020;22 - 23;28,28;25,88;25,88;25,88;25,88;25,88;30,96;30,96;30,96;30,96;30,96;25,88;25,88;25,88;25,88;25,88;25,88;40,38;41,06;40,27;40,66;39,68
01/01/2020;23 - 00;27,79;24,81;24,81;24,81;24,81;24,81;30,61;30,61;30,61;30,61;30,61;24,81;24,81;24,81;24,81;24,81;24,81;35,34;38,56;34,85;36,69;31,47
02/01/2020;00 - 01;26,96;12,07;12,07;12,07;12,07;12,07;30,78;30,78;30,78;30,78;30,78;12,07;12,07;12,07;12,07;12,07;12,07;35,4;35,4;35,4;35,4;35,4
02/01/2020;01 - 02;27,04;13,13;13,13;13,13;13,13;13,13;30,64;30,64;30,64;30,64;30,64;13,13;13,13;13,13;13,13;13,13;13,13;31,98;31,98;31,98;31,98;31,98
02/01/2020;02 - 03;27,03;19,07;19,07;19,07;19,07;19,07;30,43;30,43;30,43;30,43;30,43;19,07;19,07;19,07;19,07;19,07;19,07;30,5;30,5;30,5;30,5;30,5
02/01/2020;03 - 04;26,54;21,12;21,12;21,12;21,12;21,12;28,79;28,79;29,84;29,84;29,84;21,12;21,12;21,12;21,12;21,12;21,12;28,79;28,79;28,79;28,79;28,79
02/01/2020;04 - 05;27,14;24,29;24,29;24,29;24,29;24,29;28,42;28,42;29,9;29,9;29,9;24,29;24,29;24,29;24,29;24,29;24,29;28,95;28,42;28,42;28,42;28,42
02/01/2020;05 - 06;28,2;26,27;26,27;26,27;26,27;26,27;28,75;28,75;30,44;30,44;30,44;26,27;26,27;26,27;26,27;26,27;26,27;31,02;28,75;28,75;28,75;28,75
02/01/2020;06 - 07;30,24;27,74;27,74;27,74;27,74;27,74;33,38;34,16;31,68;31,68;31,68;27,74;27,74;27,74;27,74;27,74;27,74;34,16;34,16;34,16;34,16;34,16
02/01/2020;07 - 08;30,63;28,39;28,39;28,39;28,39;28,39;31,79;42,07;31,79;31,79;31,79;28,39;28,39;28,39;28,39;28,39;28,39;42,07;42,07;42,07;42,07;42,07
02/01/2020;08 - 09;30,92;29,37;29,37;29,37;29,37;29,37;31,83;44,89;31,83;31,83;31,83;29,37;29,37;29,37;29,37;29,37;29,37;44,89;44,89;44,89;44,89;44,89
02/01/2020;09 - 10;30,99;29,95;29,95;29,95;29,95;29,95;31,74;45,26;31,74;31,74;31,74;29,95;29,95;29,95;29,95;29,95;29,95;45,26;45,26;45,26;45,26;45,26
02/01/2020;10 - 11;30,87;29,91;29,91;29,91;29,91;29,91;31,63;45,57;31,63;31,63;31,63;29,91;29,91;29,91;29,91;29,91;29,91;45,57;45,57;45,57;45,57;45,57
02/01/2020;11 - 12;30,75;29,96;29,96;29,96;29,96;29,96;31,32;45,09;31,32;31,32;31,32;29,96;29,96;29,96;29,96;29,96;29,96;45,09;45,09;45,09;45,09;45,09
02/01/2020;12 - 13;30,67;29,94;29,94;29,94;29,94;29,94;31,07;45,16;31,07;31,07;31,07;29,94;29,94;29,94;29,94;29,94;29,94;45,16;45,16;45,16;45,16;45,16
02/01/2020;13 - 14;30,65;29,94;29,94;29,94;29,94;29,94;31,06;44,9;31,06;31,06;31,06;29,94;29,94;29,94;29,94;29,94;29,94;44,9;44,9;44,9;44,9;44,9
02/01/2020;14 - 15;30,76;30,18;30,18;30,18;30,18;30,18;31,07;44,06;31,07;31,07;31,07;30,18;30,18;30,18;30,18;30,18;30,18;44,06;44,06;44,06;44,06;44,06
02/01/2020;15 - 16;31,08;30,96;30,96;30,96;30,96;30,96;31,26;44,84;31,26;31,26;31,26;30,96;30,96;30,96;30,96;30,96;30,96;44,91;44;44,84;43,94;43,63
02/01/2020;16 - 17;31,25;31,2;31,2;31,2;31,2;31,2;31,41;44,4;31,41;31,41;31,41;31,2;31,2;31,2;31,2;31,2;31,2;44,4;44,38;44,4;44,37;44,39
02/01/2020;17 - 18;31,18;30,98;30,98;30,98;30,98;30,98;31,4;46,05;31,4;31,4;31,4;30,98;30,98;30,98;30,98;30,98;30,98;46,05;46,05;46,05;46,05;46,05
02/01/2020;18 - 19;30,78;30,35;30,35;30,35;30,35;30,35;31,1;46,72;31,1;31,1;31,1;30,35;30,35;30,35;30,35;30,35;30,35;46,72;46,72;46,72;46,72;46,72
02/01/2020;19 - 20;30,21;29,27;29,27;29,27;29,27;29,27;30,75;45,26;30,75;30,75;30,75;29,27;29,27;29,27;29,27;29,27;29,27;45,47;45,04;45,26;46,11;44,62
02/01/2020;20 - 21;29,47;28,17;28,17;28,17;28,17;28,17;30,47;39,32;30,47;30,47;30,47;28,17;28,17;28,17;28,17;28,17;28,17;43,97;35,97;39,32;43,7;34,9
02/01/2020;21 - 22;28,91;28,02;28,02;28,02;28,02;28,02;30,1;30,1;30,1;30,1;30,1;28,02;28,02;28,02;28,02;28,02;28,02;41,94;34,37;34,06;34,76;34,19
02/01/2020;22 - 23;28,39;27,69;27,69;27,69;27,69;27,69;29,71;29,71;29,71;29,71;29,71;27,69;27,69;27,69;27,69;27,69;27,69;40,94;32,58;32,22;33,02;32,39
02/01/2020;23 - 00;25,9;24,39;24,39;24,39;24,39;24,39;24,99;24,99;28,32;28,32;28,32;24,39;24,39;24,39;24,39;24,39;24,39;31,07;31,77;24,99;33,39;28,83
03/01/2020;00 - 01;24,26;18,93;18,93;18,93;18,93;18,93;18,93;18,93;28,35;28,35;28,35;18,93;18,93;18,93;18,93;18,93;18,93;29,1;32,05;21,47;32,05;27,44
03/01/2020;01 - 02;23;9,98;9,98;9,98;9,98;9,98;9,98;9,98;28,25;28,25;28,25;9,98;9,98;9,98;9,98;9,98;9,98;29,05;30,75;13,04;30,75;27,7
03/01/2020;02 - 03;20,04;1,53;1,53;1,53;1,53;1,53;1,53;1,53;28,24;28,24;28,24;1,53;1,53;1,53;1,53;1,53;1,53;29,03;29,03;1,53;29,03;27,51
03/01/2020;03 - 04;14,34;0,14;0,14;0,14;0,14;0,14;0,14;0,14;27,72;27,72;27,72;1,04;1,04;1,04;0,14;0,14;0,14;28,5;24,96;0,14;24,96;24,79
03/01/2020;04 - 05;17,06;0,85;0,85;0,85;0,85;0,85;0,85;0,85;27,71;27,71;27,71;1,06;1,06;1,06;0,85;0,85;0,85;29;22,56;0,85;22,56;22,4
03/01/2020;05 - 06;20,96;9,92;9,92;9,92;9,92;9,92;9,92;9,92;28,09;28,09;28,09;9,92;9,92;9,92;9,92;9,92;9,92;33,69;26,16;9,92;26,16;25,98
03/01/2020;06 - 07;26,69;24,48;24,48;24,48;24,48;24,48;24,48;24,48;28,78;28,78;28,78;24,48;24,48;24,48;30,01;30,01;30,01;40,92;31,21;24,48;31,21;30,99
03/01/2020;07 - 08;27,65;26,68;26,68;26,68;26,68;26,68;26,68;26,68;28,82;28,82;28,82;26,68;26,68;26,68;38,89;38,89;38,89;43,09;36,73;26,68;36,73;29,78
03/01/2020;08 - 09;28,81;28,12;28,12;28,12;28,12;28,12;28,81;28,81;29,26;29,26;29,26;28,12;28,12;28,12;28,12;28,12;28,12;43,1;40,7;28,81;40,7;40,54
03/01/2020;09 - 10;29,22;28,58;28,58;28,58;28,58;28,58;29,28;29,28;29,66;29,66;29,66;28,58;28,58;28,58;28,58;28,58;28,58;44,2;45,95;29,28;44,18;45,76
03/01/2020;10 - 11;29,34;28,16;28,16;28,16;28,16;28,16;28,85;28,85;29,92;29,92;29,92;28,16;28,16;28,16;30,04;30,04;30,04;43,02;47,67;28,85;44,05;47,67
03/01/2020;11 - 12;29,81;28,78;28,78;28,78;28,78;28,78;31,8;31,8;30,36;30,36;30,36;28,78;28,78;28,78;30,02;30,02;30,02;42,95;45,97;31,8;41,92;49,17
03/01/2020;12 - 13;29,72;28,31;28,31;28,31;28,31;28,31;30,39;37,94;30,39;30,39;30,39;28,31;28,31;28,31;30,03;30,03;30,03;42,49;43,56;37,94;41,6;44,91
03/01/2020;13 - 14;29,67;28,44;28,44;28,44;28,44;28,44;30,24;37,9;30,24;30,24;30,24;28,44;28,44;28,44;30,02;30,02;30,02;42,97;39,35;37,9;39,23;39,7
03/01/2020;14 - 15;29,8;28,96;28,96;28,96;28,96;28,96;30,19;38,11;30,19;30,19;30,19;28,96;28,96;28,96;28,96;28,96;28,96;42,8;39,04;38,11;39,04;39,04
03/01/2020;15 - 16;30,14;29,86;29,86;29,86;29,86;29,86;30,4;37,91;30,4;30,4;30,4;29,86;29,86;29,86;29,86;29,86;29,86;42,33;38,4;37,91;38,41;38,4
03/01/2020;16 - 17;30,32;30,15;30,15;30,15;30,15;30,15;30,48;38,44;30,48;30,48;30,48;30,15;30,15;30,15;30,15;30,15;30,15;41,98;38,91;38,44;38,91;38,91
03/01/2020;17 - 18;30,26;30,07;30,07;30,07;30,07;30,07;30,44;40,47;30,44;30,44;30,44;30,07;30,07;30,07;30,07;30,07;30,07;41,63;45,76;40,47;43,51;47,45
03/01/2020;18 - 19;29,89;29,54;29,54;29,54;29,54;29,54;30,16;41,35;30,16;30,16;30,16;29,54;29,54;29,54;29,54;29,54;29,54;42,85;47,77;41,35;45,2;49,84
03/01/2020;19 - 20;29,4;29,11;29,11;29,11;29,11;29,11;29,83;33,37;29,75;29,75;29,75;29,11;29,11;29,11;29,11;29,11;29,11;37,02;45,75;33,37;45,15;45,75
03/01/2020;20 - 21;28,41;27,91;27,91;27,91;27,91;27,91;28,89;28,89;28,98;28,98;28,98;27,91;27,91;27,91;36,76;36,76;36,76;41,91;44,66;28,89;39,35;44,48
03/01/2020;21 - 22;27,41;27,03;27,03;27,03;27,03;27,03;27,7;27,7;28,26;28,26;28,26;27,03;27,03;27,03;27,03;27,03;27,03;36,01;33;27,7;32,34;33
03/01/2020;22 - 23;26,3;25,7;25,7;25,7;25,7;25,7;25,7;25,7;28,17;28,17;28,17;25,7;25,7;25,7;25,7;25,7;25,7;36,03;38,72;25,7;39,15;38,38
03/01/2020;23 - 00;24,94;22,04;22,04;22,04;22,04;22,04;22,04;22,04;28,36;28,36;28,36;22,04;22,04;22,04;22,04;22,04;22,04;31,03;37,74;22,04;37,85;34,3
04/01/2020;00 - 01;25,58;21,73;21,73;21,73;21,73;21,73;21,73;21,73;28,67;28,67;28,67;21,73;21,73;21,73;21,73;21,73;21,73;27,79;33,12;22,9;34,81;32,99
04/01/2020;01 - 02;25,29;15,95;15,95;15,95;15,95;15,95;15,95;15,95;28,66;28,66;28,66;20,44;20,44;20,44;15,95;15,95;15,95;28,07;30,49;15,95;32,05;30,37
04/01/2020;02 - 03;25,12;16,23;16,23;16,23;16,23;16,23;16,23;16,23;28,61;28,61;28,61;20,16;20,16;20,16;16,23;16,23;16,23;26,09;30,14;16,63;30,14;29,56
04/01/2020;03 - 04;23,33;6,45;6,45;6,45;6,45;6,45;6,45;6,45;27,94;27,94;27,94;19,62;19,62;19,62;20;20;20;25,82;27,75;6,45;28,55;27,05
04/01/2020;04 - 05;22,37;3,83;3,83;3,83;3,83;3,83;3,83;3,83;27,57;27,57;27,57;19,03;19,03;19,03;4,04;4,04;4,04;26,01;26,32;3,83;26,24;25,2
04/01/2020;05 - 06;21,91;4,03;4,03;4,03;4,03;4,03;0,12;0,12;27,47;27,47;27,47;18,9;18,9;18,9;4,03;4,03;4,03;28,04;25,95;0,12;27,55;24,52
04/01/2020;06 - 07;21,95;4,04;4,04;4,04;4,04;4,04;0,07;0,07;27,76;27,76;27,76;19,74;19,74;19,74;4,04;4,04;4,04;28,02;25,84;0,07;27,16;25,03
04/01/2020;07 - 08;24,99;19,07;19,07;19,07;19,07;19,07;19,07;19,07;28,09;28,09;28,09;21,55;21,55;21,55;19,07;19,07;19,07;23,79;27,28;19,07;28,79;27,28
04/01/2020;08 - 09;25,29;17,49;17,49;17,49;17,49;17,49;17,49;17,49;28,57;28,57;28,57;22,34;22,34;22,34;17,49;17,49;17,49;24,52;30;17,49;31,83;30
04/01/2020;09 - 10;26,56;24,18;24,18;24,18;24,18;24,18;23,98;23,98;28,71;28,71;28,71;24,18;24,18;24,18;24,18;24,18;24,18;30,41;36,41;23,98;36,67;36,41
04/01/2020;10 - 11;26,69;24,94;24,94;24,94;24,94;24,94;8,8;8,8;28,82;28,82;28,82;24,94;24,94;24,94;24,94;24,94;24,94;41,06;39,5;8,8;39,57;30
04/01/2020;11 - 12;27,01;25,11;25,11;25,11;25,11;25,11;17,95;17,95;28,84;28,84;28,84;25,11;25,11;25,11;25,11;25,11;25,11;41,06;40,26;17,95;36,11;30
04/01/2020;12 - 13;26,67;24,94;24,94;24,94;24,94;24,94;19,5;19,5;28,79;28,79;28,79;24,94;24,94;24,94;24,94;24,94;24,94;40,85;35;19,5;34,77;35
04/01/2020;13 - 14;26,58;24,95;24,95;24,95;24,95;24,95;13,74;13,74;28,76;28,76;28,76;24,95;24,95;24,95;29,8;29,8;29,8;40;32,07;13,74;32,07;32,07
04/01/2020;14 - 15;26,8;25,25;25,25;25,25;25,25;25,25;17,42;17,42;28,79;28,79;28,79;25,25;25,25;25,25;25,25;25,25;25,25;40;36,8;17,42;31,83;36,8
04/01/2020;15 - 16;27,4;26,33;26,33;26,33;26,33;26,33;20,38;20,38;28,9;28,9;28,9;26,33;26,33;26,33;43,14;43,14;43,14;35,97;38,94;20,38;31,95;34,09
04/01/2020;16 - 17;28,36;27,36;27,36;27,36;27,36;27,36;25,08;25,08;29,01;29,01;29,01;27,36;27,36;27,36;41,1;41,1;41,1;33,1;36,85;25,08;32,25;34,5
04/01/2020;17 - 18;28,91;28,88;28,88;28,88;28,88;28,88;28,88;28,88;29,06;29,06;29,06;28,88;28,88;28,88;38;38;38;34,2;49,16;28,88;41,81;45
04/01/2020;18 - 19;29,47;29,58;29,58;29,58;29,58;29,58;32,02;32,02;29,58;29,58;29,58;29,58;29,58;29,09;37,96;37,96;37,96;36,95;51,66;32,02;44,24;44,52
04/01/2020;19 - 20;29,51;29,42;29,42;29,42;29,42;29,42;35,35;35,35;29,58;29,58;29,58;29,42;29,42;29,01;29,85;29,85;29,85;39,77;47,01;35,35;44;45,94
04/01/2020;20 - 21;29,24;27,71;27,71;27,71;27,71;27,71;29,98;29,98;29,96;29,96;29,96;27,71;27,71;27,71;27,71;27,71;27,71;34,85;42,85;29,98;39,53;41,7
04/01/2020;21 - 22;29,21;27,4;27,4;27,4;27,4;27,4;30,05;34,46;30,05;30,05;30,05;27,4;27,4;27,4;27,4;27,4;27,4;34,46;34,46;34,46;34,46;34,46
04/01/2020;22 - 23;29,07;27,37;27,37;27,37;27,37;27,37;30,09;30,09;30,09;30,09;30,09;27,37;27,37;27,37;27,37;27,37;27,37;39,75;39,75;39,75;39,75;39,75
04/01/2020;23 - 00;28,74;25,77;25,77;25,77;25,77;25,77;37,95;37,95;30,83;30,83;30,83;25,77;25,77;25,77;25,77;25,77;25,77;37,95;37,95;37,95;37,95;37,95
05/01/2020;00 - 01;29,43;26,65;26,65;26,65;26,65;26,65;33,1;33,1;32,04;32,04;32,04;26,65;26,65;26,65;26,65;26,65;26,65;33,1;33,1;33,1;33,1;33,1
05/01/2020;01 - 02;29,39;27,13;27,13;27,13;27,13;27,13;32,28;32,28;31,25;31,25;31,25;27,13;27,13;27,13;27,13;27,13;27,13;32,28;32,28;32,28;32,28;32,28
05/01/2020;02 - 03;29,28;27,11;27,11;27,11;27,11;27,11;31,18;31,18;30,96;30,96;30,96;27,11;27,11;27,11;27,11;27,11;27,11;31,18;31,18;31,18;31,18;31,18
05/01/2020;03 - 04;29,21;27,42;27,42;27,42;27,42;27,42;30,1;30,1;30,24;30,24;30,24;27,42;27,42;27,42;27,42;27,42;27,42;30,1;30,1;30,1;30,1;30,1
05/01/2020;04 - 05;29,31;28,06;28,06;28,06;28,06;28,06;29,96;29,96;29,96;29,96;29,96;28,06;28,06;27,84;28,06;28,06;28,06;29,96;29,96;29,96;29,96;29,96
05/01/2020;05 - 06;29,41;28,85;28,85;28,85;28,85;28,85;29,88;29,88;29,89;29,89;29,89;28,85;28,85;27,88;28,85;28,85;28,85;29,88;29,88;29,88;29,88;29,88
05/01/2020;06 - 07;29,83;29,26;29,26;29,26;29,26;29,26;30,38;30,38;30,38;30,38;30,38;29,26;29,26;27,94;29,26;29,26;29,26;30,38;30,38;30,38;30,38;30,38
05/01/2020;07 - 08;30,2;29,98;29,98;29,98;29,98;29,98;31,15;31,15;30,34;30,34;30,34;29,98;29,98;27,94;29,98;29,98;29,98;31,15;31,15;31,15;31,15;31,15
05/01/2020;08 - 09;30,95;31,06;31,06;31,06;31,06;31,06;32,09;32,09;31,06;31,06;31,06;31,06;31,06;27,98;31,06;31,06;31,06;32,09;32,09;32,09;32,09;32,09
05/01/2020;09 - 10;31,1;31,18;31,18;31,18;31,18;31,18;31,18;34,27;31,18;31,18;31,18;31,18;31,18;28,93;31,18;31,18;31,18;34,27;34,27;34,27;34,27;34,27
05/01/2020;10 - 11;31,4;31,6;31,6;31,6;31,6;31,6;31,6;37,53;31,6;31,6;31,6;31,6;31,6;29,51;31,6;31,6;31,6;37,53;37,53;37,53;37,53;37,53
05/01/2020;11 - 12;31,37;31,55;31,55;31,55;31,55;31,55;31,55;38,99;31,55;31,55;31,55;31,55;31,55;29,59;37,14;37,14;37,14;38,99;38,99;38,99;38,99;38,99
05/01/2020;12 - 13;31,17;31,22;31,22;31,22;31,22;31,22;31,22;38,15;31,22;31,22;31,22;31,22;31,22;29,75;37,71;37,71;37,71;38,15;38,15;38,15;38,15;38,15
05/01/2020;13 - 14;30,86;30,93;30,93;30,93;30,93;30,93;30,93;35,37;30,93;30,93;30,93;30,93;30,93;29,86;37,81;37,81;37,81;35,37;35,37;35,37;35,37;35,37
05/01/2020;14 - 15;30,61;30,67;30,67;30,67;30,67;30,67;30,67;34,44;30,67;30,67;30,67;30,67;30,67;29,92;37,73;37,73;37,73;34,44;34,44;34,44;34,44;34,44
05/01/2020;15 - 16;30,74;30,79;30,79;30,79;30,79;30,79;30,79;36,1;30,79;30,79;30,79;30,79;30,79;29,99;37,69;37,69;37,69;36,1;36,1;36,1;36,1;36,1
05/01/2020;16 - 17;31,15;31,16;31,16;31,16;31,16;31,16;31,16;40,59;31,16;31,16;31,16;31,16;31,16;29,95;39,83;39,83;39,83;40,59;40,59;40,59;40,59;40,59
05/01/2020;17 - 18;31,48;31,53;31,53;31,53;31,53;31,53;31,53;31,53;31,53;31,53;31,53;31,53;31,53;29,92;40,07;40,07;40,07;44,68;44,68;44,68;44,68;44,68
05/01/2020;18 - 19;30,99;31,1;31,1;31,1;31,1;31,1;31,1;31,1;31,1;31,1;31,1;31,1;31,1;29,76;40,05;40,05;40,05;46,16;46,16;46,16;46,16;46,16
05/01/2020;19 - 20;30,33;30,42;30,42;30,42;30,42;30,42;30,42;30,42;30,42;30,42;30,42;30,42;30,42;29,73;42,33;42,33;42,33;44,92;46,5;44,62;45,64;43,17
05/01/2020;20 - 21;29,85;29,87;29,87;29,87;29,87;29,87;29,87;29,87;29,87;29,87;29,87;29,87;29,87;29,8;36,77;36,77;36,77;40,43;45,33;39,5;42,68;35
05/01/2020;21 - 22;29,47;29,24;29,24;29,24;29,24;29,24;29,61;29,61;29,61;29,61;29,61;29,24;29,24;29,24;33,09;33,09;33,09;36,18;38,05;35,76;37,26;33,79
05/01/2020;22 - 23;28,81;28,16;28,16;28,16;28,16;28,16;29,46;29,46;29,46;29,46;29,46;28,16;28,16;28,16;28,16;28,16;28,16;36,78;38,51;36,49;37,57;34,9
05/01/2020;23 - 00;28;26,68;26,68;26,68;26,68;26,68;26,68;26,68;29,52;29,52;29,52;26,68;26,68;26,68;26,68;26,68;26,68;32,01;35,43;30,49;35,54;31
06/01/2020;00 - 01;27,89;26,42;26,42;26,42;26,42;26,42;29,16;26,42;29,16;29,16;29,16;26,42;26,42;26,42;26,42;26,42;26,42;29,16;29,16;29,16;29,16;29,16
06/01/2020;01 - 02;27,82;26,5;26,5;26,5;26,5;26,5;29;26,5;29,07;29,07;29,07;26,5;26,5;26,5;26,5;26,5;26,5;29;29;29;29;29
06/01/2020;02 - 03;28,02;27,01;27,01;27,01;27,01;27,01;29,08;29,08;29,08;29,08;29,08;27,01;27,01;27,01;27,01;27,01;27,01;29,08;29,08;29,08;29,08;29,08
06/01/2020;03 - 04;27,81;27,06;27,06;27,06;27,06;27,06;27,72;27,72;28,66;28,66;28,66;27,06;27,06;27,06;27,06;27,06;27,06;27,72;27,72;27,72;27,72;27,72
06/01/2020;04 - 05;28,01;27,03;27,03;27,03;27,03;27,03;27,03;27,03;29,08;29,08;29,08;27,03;27,03;27,03;27,03;27,03;27,03;27,03;27,03;27,03;27,03;27,03
06/01/2020;05 - 06;28,89;27,62;27,62;27,62;27,62;27,62;27,62;27,62;29,65;29,65;29,65;27,62;27,62;27,62;27,62;27,62;27,62;28,98;28,98;28,98;28,98;28,98
06/01/2020;06 - 07;29,62;28,16;28,16;28,16;28,16;28,16;33,18;33,18;30,71;30,71;30,71;28,16;28,16;28,16;28,16;28,16;28,16;33,18;33,18;33,18;33,18;33,18
06/01/2020;07 - 08;30,04;29,08;29,08;29,08;29,08;29,08;34,21;34,21;30,92;30,92;30,92;29,08;29,08;29,08;29,08;29,08;29,08;43,13;43,13;43,13;43,13;43,13
06/01/2020;08 - 09;30,44;29,73;29,73;29,73;29,73;29,73;35,75;35,75;30,9;30,9;30,9;29,73;29,73;29,73;29,73;29,73;29,73;44,52;44,52;44,52;44,52;44,52
06/01/2020;09 - 10;30,73;30,52;30,52;30,52;30,52;30,52;32,52;32,52;30,88;30,88;30,88;30,52;30,52;30,52;30,52;30,52;30,52;44,96;44,96;44,96;44,96;44,96
06/01/2020;10 - 11;31;31,12;31,12;31,12;31,12;31,12;32,01;32,01;31,12;31,12;31,12;31,12;31,12;31,12;31,12;31,12;31,12;44;44;44;44;44
06/01/2020;11 - 12;31,13;31,23;31,23;31,23;31,23;31,23;31,23;31,23;31,23;31,23;31,23;31,23;31,23;31,23;31,23;31,23;31,23;42,46;42,46;42,46;42,46;42,46
06/01/2020;12 - 13;31,15;31,19;31,19;31,19;31,19;31,19;31,19;31,19;31,19;31,19;31,19;31,19;31,19;31,19;31,19;31,19;31,19;41,3;41,3;41,3;41,3;41,3
06/01/2020;13 - 14;31,08;31,08;31,08;31,08;31,08;31,08;31,08;31,08;31,08;31,08;31,08;31,08;31,08;31,08;31,08;31,08;31,08;40,51;40,51;40,51;40,51;40,51
06/01/2020;14 - 15;31,2;31,21;31,21;31,21;31,21;31,21;31,21;31,21;31,21;31,21;31,21;31,21;31,21;31,21;31,21;31,21;31,21;41,22;41,22;41,22;41,22;41,22
06/01/2020;15 - 16;31,29;31,3;31,3;31,3;31,3;31,3;31,3;31,3;31,3;31,3;31,3;31,3;31,3;31,3;34,01;34,01;34,01;43,28;43,28;43,28;43,28;43,28
06/01/2020;16 - 17;31,75;31,76;31,76;31,76;33,58;31,76;33,58;33,58;31,76;31,76;31,76;31,76;31,76;31,76;33,58;33,58;33,58;43,68;43,68;43,68;43,68;43,68
06/01/2020;17 - 18;31,77;31,74;31,74;31,74;34,05;31,74;34,05;34,05;31,74;31,74;31,74;31,74;31,74;31,74;34,05;34,05;34,05;47,9;47,9;47,9;47,9;47,9
